Date,Author,Body,Heading,Rating,Location
2020-05-13,Kehinde Orugun,"A group admin should have total control of the group.
The admin should be able to delete messages posted by other members.

This should be looked into.",A group admin should have total control…,1,NG
2021-05-26,Areen O`Mary,"Terrible. I have been trying to to contact customer service for a week! And when I finally got hold of someone, he was incredibly rude and didn't address my questions at all. Terrible service, and horrible application.",Terrible,1,US
2020-10-15,Yacine Rabia ,I hate the new update as all pictures you send are automatically saved to your camera roll and it dont have an option to switch it off,Pictures saved to my camera roll👎🏼,1,GB
2021-11-24,Boris,"I continiously receive text messages from Whatsapp with verification codes on my phone.
I don't have a Whatsapp account and I have no plans to register one.",I continiously receive text messages…,1,RU
2023-09-12,Florentia,"WORST CUSTOMER SUPPORT EVER!

They continuously keep banning my number without a reason. And i keep sending them emails for 1 week and their response is automated. 

Unbelievable....",WORST CUSTOMER SUPPORT EVER!,1,CY
2022-03-26,Artur Kuropatwinski,Rubbish can't send music on other devise,Rubbish can't send music on other devise,1,GB
2024-01-04,vizZzio group,"Terrible customer service!
Unable to contact either by phone or email. Just terrible service",Terrible customer service!,1,BY
2022-02-02,Robert Plant,Poor customer service,Poor customer service,1,US
2020-12-16,Nikoletta Papadimitriou,"My number one place for communication and quick chats, both on mobile and Pc",My number one place for communication…,5,GR
2022-02-09,Mrs Jo Durao,Absolutely appalling customer service... Copy pasting replies isn't really helpful...,Appalling experience,1,GB
2023-09-27,Abiraje Sharma,"End-to-end encryption
Messages and calls stay between you. No one else can read or listen to them, not even WhatsApp.
Additional layers of privacy
Beyond end-to-end encryption, we add additional layers of protection to all of your conversations.
Control the privacy you need
You get to choose what you share, how you show up online, or who can talk to you.",End-to-end encryption,5,AE
2021-02-09,Morag Noname,"Unreal! 1000/1000

It’s ideal 

Easy 

Fun

Brings people together 

👏👏👏",Unreal 10/10,5,GB
2023-11-02,Skye R. Paige,"With no warning or explanation, WhatsApp banned my number when I tried setting up an account today. I tried contacting WhatsApp several times. Each time, I get a scripted response to contact another department but there is no information to contact that department. This is my first time using WhatsApp and trying to set up my account and number on my new facebook business page.",Banned Without Explanation,1,US
2021-08-15,Johnson Charles,Best communication app ever ! Very easy to use...fast and superb !,Best communication app,4,LK
2023-12-05,Reya,"Encuentro en falta la emoticona de un animal tan entrañable cómo la Morsa. 

Gracias",Sigue sin estar la emoticona de la morsa 😭,4,ES
2023-10-28,Bart Poole,"I like it, easy, do the job.",I like it,4,US
2022-03-30,customerkosta,"I like the application, it helped me for my company a lot. Unfortunately, a little difficult to use...",I like the application,3,GR
2021-03-31,Elaine,Foreigners from other countries likes to use this app because once they get your phone number they can then take and hack your phone and steal all your information and possibly get into your bank account don’t use this app,Foreigners from other countries likes…,1,US
2013-10-25,Philip James Collins,Whatsapp  has been a great help for me especially as my family live in Hong Kong so calls & SMS' are so expensive from London.,Great App,5,GB
2018-06-18,Paul,"I have had a issue with not being able to retrieve my data from Icloud due to the fact I changed my number with Whatsapp.

I have asked the company numerous times for help in resolving this matter all to no avail.

Shockingly bad customer service but then what can I expect from a free app ?",Terrible Service,1,GB
2018-12-30,A Future,"Been trying to re-active Whatsapp for nearly a week. The re-activation does notwork then it increases the time days at a time. The call me button is not worth being there and the support is crap. There is no option to restore a backup from an iphone to android. The application is basically useless!

They need to improve the switching from an iphone to android.
Improve the activation process because its rubbish
Have better support
Be more customer friendly

WhatsApp - Whats not working? ...the APP!",Been trying to re-active Whatsapp for…,1,GB
2020-05-23,Mafalda Simkins,"When ever I have an urgent call to make it BEVER EVER WORKS 
WHEN I GO UNDER MY RECENT CALLS IT SHOWS THE 20 CALLS  were all cancelled when it was ringing on my end until disconnect the person my mother that I was friend to reach overseas because my father died end result was not able to reach her awful disturbing disappointment !!!!
To say the least being on WiFi and having cellular data turned on for what’s app how on earth is it still not going through ??????? Covid-19 PLEASE",When ever I have an urgent call to make…disturbing,1,US
2019-07-04,Daramola Babawale Gideon,"WhatsApp is extremely good making usage easy even to newbies,just that video upload was bad yesterday",WhatsApp is extremely good making usage easy,3,NG
2023-08-26,Atom Gaming,Worst automated support ever!!,Worst automated support ever!!,1,IN
2023-08-12,Bilal Record,This is amazing site. I have a great experience with this app.,This is amazing site,1,PK
2019-04-10,denise halbert,Hopeless no use if you can't use it on all devices WhatsApp whats the point,Hopeless no use if you can't use it on…,1,GB
2018-10-30,Rohit kashyap,actually whatsapp before is very good Service But Now is very boring like video sending problem and massage forward time is creat a problem  i think 2 star is best rinking,is boring,2,IN
2020-05-20,PoeticConder,"In terms of communication and passing messages Whatsapp has greatly helped most people to pass and receive messages including audio, photos and videos. There security encryption is very reliable",In terms of communication and passing…,4,KE
2021-01-08,Hassan ali,Was good app but the new privacy rules are a big no. Will be shifting to telegram,Was good app but the new privacy rules…,2,PK
2020-02-24,tim,Terrible customer service. I think I have sent at least 5 emails to their help department in the last week and haven't had a single reply.,Terrible customer service,1,GB
2020-06-22,Vito Celia,Great app! very easy usable,Great app,4,IT
2024-05-04,CM,"Problems with transferring WA account to new phone number: 
They do not help at all! There is no actual support!  WA just keeps on sending automated general messages. 

I have described the exact problems - but they say ""no problem"" and then they keep sending these general messages that do in no way help me! (and by the way - they can clearly see the old phone number ! Meaning it has NOT been changed) 
I have tried contacting them several times and I keep getting same automated general messages. 
They have clearly not red the messages and they have never tried to actually SOLVE the problems nor tell me what to do with that problem. 

I have never ever experienced such lousy support! It is beyond the lowest of low targets!", WhatsApp.com support is beyond the lowest of low targets,1,DK
2020-04-15,James Foster,A much better method of messaging than simple text. The easy format of conversation history and ability to send photos and videos without extra cost sets Whatsapp apart from text.,A much better method of messaging than text,4,GB
2020-08-25,Joel Pelkonen,Impossible to recover an old account if your old SIM card is lost. Ridiculous.,Impossible to recover an old account if…,1,FI
2023-04-04,Gene Marhovich,When did whatsapp become so lame:/ Have you guys given up altogether?,When did whatsapp become so lame:/ Have…,1,PL
2020-11-21,Kate Fletcher,Best app ever,Best app ever,5,GB
2023-03-04,Chris N,"Difficult to use, can't even add a number. Deletes old chats when signing from another phone",Difficult to use,2,GB
2022-01-12,Life-Slice,"Even the actual people you can talk to are about as usefull as their chatbot, remarkable how crappy their support system is and how little you have to know to work there.","I'd complain, but why even bother",1,NL
2022-02-03,Iria,"Their customer service is akin to a bot made by a 12 year old. I believe at no point in the 30 emails I sent them was read an actual human adult, nor was any of the response I received (when I received a response at all) was useful or applicable to my problem in any way. Try to understand this, out of 30 emails, none of the response was related to my issue. I don't even know how that is possible",Absolutely the worst,1,MY
2021-01-20,Danyola 66,"First of all I have to say one thing amd its one thing! no one has rights to bribe or black mail me or my family since. Whatsapp has sent a threat saying this to my friends and my dad cos they have the recent mobile phones . Whats app has asked them to accept if they don't! whatsapp will share their own information on facebook which is dangerous, wrong and fraud thing to do !,which is also illegal. But they accepted it but Whatsapp should be smart which we are smarter than the team for not using common sense instead they threat  their clients for what? and its really dangerous and this is not just me even my uncle had the same problem  And the workers for them are not working hard enough. And also whatsapp have a habbit off  listen to private calls which is not good sharing other peoples information is none of their buisness. Please can U stop this nonsense since I have the right to report this and make it a big issue whatsapp its not fair on others that u can share personal information on facebook and i take that as a threat I am not happy with this and I want this to be fixed now!.",First of all I have to say one thing…,1,GB
2019-07-17,Adrian Maya,"it's always backing up every time and it's not secured, it's very easy to spy on, i was hacked for almost a year by an unknown number, he had  access to my private and financial info.... i lost a lot and i was down thanks to the hacker i met online through what's app again,his number is +19089567882 he was snooping around and i told him what i just went through, he secured my future... you guys should protect us not expose us.",security,2,US
2017-10-20,Syed Affan Raza Salman Kaskar,Best communication app,Excellent,5,PK
2019-09-02,Brian Boitano,"through my many years of saving maidens, defeating evil, and tearing up the ice with my blindfolded Triple Lutz, I, Brian Boitano, have accumulated many, many friends. Heck, if I, Brian Boitano, turned up in your town and defeated the Evil Robot King, you would want to be my friend too! Just kidding, you want to be my friend anyway, I get it!

I used to write over 1000 letters daily to keep up with my extensive correspondence. Then last week, I came in to possession of a so-called ""smartphone"" and discovered the wonderful World of Whatsapp. Now I can have all of my many, many friends in one giant group chat where we can talk about my heroic exploits/appearance all day uninterrupted by the incompetence of postmasters.

When it comes to speaking to your many, many friends, there is no easier way for me, Brian Boitano, to do it than using Whatsapp. This is me, Brian Boitano, saying what's up Whatsapp?!","I Have Too Many Friends - Brian Boitano, Ice Skater, Hero, Friend-Haver",5,GB
2020-04-16,Ali Golshan Noor,"The app banned me for no reason, and I have sent over 10 emails telling them they banned me by mistake in the last 40 days, and there is no support team actually exist there. 
They respond with automated messages and not respect the customer. 

I'm so frustrated with job and family connections lost there and I have no connection with them.

I hope this won't happen to you.",The app banned me for no reason and no support,1,US
2021-01-10,Iaaniya Mitra Khan,"This app was fine, but their new privacy policy is scary and intruding. No respect for user data or the users at all. the new privacy policy will track what business you go in contact into, what you buy when you log in log out how much you stay logged in and potentially even your contacts. All that info is going to be share with fb so that it can be sold. the new privacy policy is really very scary and sets a precedent that violate everyone's right to privacy. everyone that has at least a little of sense and respect for one self should move to signal or telegram. tell your family and friends about it and get the hell out of this app.","This app was fine, but their new privacy…",1,PK
2023-07-13,Fiona,Criminals breed using Whatsapp and there is NO support when you are a victim of crime trying to report it or you are dealing with humans who are so robotic with cut and paste answers and when scammers have sent 5 messagers via whats app the response... we cant seem to find that number. DONT WASTE YOUR TIME. Accept the poor score on trustpilot. We cant all be wrong ! For calls and texts its great.For reporting crime dont bother they dont listen or act.,Criminals operate via whatsapp and they do nothing!,1,GB
2024-04-12,Not happy guy Davies,Run by rapist and peado's they are allowing your kids to see unsuitable content boycott this app ,Run by rapist and peado's they are…,1,GB
2022-06-18,Jim B,"I bought a new phone and tried to move my WhatsApp accout to it following the guidance in their FAQ.  The process described in the FAQ did not actually exist in reality.  As a result, my two year history of chats, contacts, and content was deleted from everywhere except the local backup file I had.  However, there does not seem to be a way to retrieve the WhatsApp created backup file in the WhatsApp application.  The robot in charge of support repeatedly asks me to replicate the problem and send them a log.  This closes out the existing ticket with no further effort on their part.  Doesn't solve anything but it's a closed ticket.  No sign of any human in the loop at any time.",Backup file destroyed,1,US
2022-07-23,Suzanne King,"WhatsApp has allowed our international team of volunteers to be able to communicate.  While we represent a multitude of time zones and languages, this single app has helped bring us together, and we, as a non-profit, appreciate that we can use it free of charge.",WhatsApp has allowed our international…,5,US
2022-08-25,Mainland Kid,"whatsapp is a very great app helped in alot of international communications,i love it,helped make international communication less costly and i give them kudos for that but please they should remove the message timer update,it is going to break alot of home,it promotes cheating spouse alot.",the bess cummunicator,5,NG
2023-11-30,Shoshana Bolel,Very very full of bugs. Desktop app is terrible,Very very full of bugs,1,GB
2019-05-04,M Kulu,It does allow me stop all the incoming calls rejecting a call means other person gets offended,It does allow me stop all the incoming…,2,IN
2020-07-30,Angella Noriega,A very usefull app.,A very usefull app.,5,US
2020-09-03,The Lanka Tech,super hit s power nice help intertsrest best benfit dedfsd bnvfsdfsfg gfgkd vfsfdgjh bjgdf fssed ggahjg hgyut gjhfgec gttgdv jhjyrtxc fereyr jghytrc sdteggh ghfghdd hfhggfd hghdd fgd mgjhty gfdfssw yvnt jghgf ffgd hgh thankyou,super hit s power nice help intertsrest…,5,LK
2021-02-15,Rebecca Martin,this is a horrible app. I have no clue why people like it. the only reason I downloaded it is because the people I wanted to communicate with use this as their only platform. it's stupid. definitely not pc friendly. I cannot stress how stupid this app is and how many hours i've wasted trying to figure out how to get a damn video chat going on my laptop. not to mention how I risked gtting viruses. I am using my 6 year old's laptop to download an emulator so she can talk to her friend who moved to Italy. If her computer gets a virus from this I am going to tell her it is the fault of Whatsapp and facebook for making it so hard for a little kid to talk to her best friend who moved. You should cut out the middle man (emulator). I really want to know the thought process of whoever thought it was a good idea to make this an app but only have video and voice compatibilities on mobile. Please please please explain this because I am trying to put theories together on why it wasn't made possible. So again all I can think of is this is stupid. Why are there so many downloads of this stupid app? What am I missing? What is the appeal? I put all other communicative apps above this one. My expereince has been awful. Hopefully I am able to download an emulator and I don't get a virus on this laptop. And I hope it works so my daughter can videochat her little friend and that way she doesn't go to bed every night crying herself to sleep.,this is a horrible app and I hope my pc doesn't get a virus,1,US
2021-11-26,Adrian Bruder,"Absolute rubbish customer services. I had a problem with a broadcast list on the desktop version and they kept telling me they don't ""understand"" the issue...millions other did though on the forums. Absolute and typical USA un-educated customer services.",Absolute rubbish customer services,1,GB
2020-10-15,Bidelia Teague,"Overall, it's a great app to stay connected with friends. Can share the real world in the real time. Really very nice app! Loved It... its filters are the best. I recommend everyone.",Overall,5,IE
2022-01-21,Michael O,"Truly one of the worst experiences of customer service experiences I've ever had. Too detailed to go into and can't be bothered as it would be a complete waste of time. Martin in particular needs an award as totally incompetent and devoid of any semblance of desiring to help you. Wrote to the CEO as a hope of getting issue to resolve, but of course ignored. Migrating to Signal and encouraging everyone else to do so","Worst ""Service"" I've ever experienced",1,GB
2024-05-18,Patrick,"WhatsApp itself is very user-friendly and easy to use, but their support is greatly lacking. I tried contacting them about setting up a new account, and they/something just continued to respond with pre-generated messages. We went in circles and never reached a solution. Can't believe a company like WhatsApp would have no readily available human support.","User friendly, but awful support experience...",2,IE
2024-05-18,Nicoleta Neagu,"It stopped working. 
What’s the purpose of this app??!!!",It stopped working,1,DK
2023-06-11,Neil,"Yet again I've received the following warning from Tripadvisor after I completed my review and I can't get passed the warning to post my review.
'I certify that this review is based on my own experience and is my genuine opinion of this restaurant, and that I have no personal or business relationship with this establishment, and have not been offered any incentive or payment originating from the establishment to write this review. I understand that Tripadvisor has a zero-tolerance policy on fake reviews.Learn more about the consequences of review fraud'. 
I am a long standing contributor to TripAdvisor with 106 reviews and now they won't let me post a review. What has happened to TripAdvisor???",Waste of Time,1,GB
2021-10-04,RSB,"We have been trying for weeks to sort out an issue with their customer service team, no one reads our emails and all they do is cut and paste irrelevant instructions.",Very poor service,1,GB
2020-07-30,wykaaa,Interface nulle ne respectant pas les standards d'ergonomie. Apparaît comme une application très amateure.,Interface nulle ne respectant pas les…,1,FR
2023-12-15,Mauricio Andrade,"I changed my SIM from one mobile to a new one, the account was banned. Nothing whatsoever was done against their policies. I appealed in the app a few times, no response, the ban was kept. I went to the mobile operator and got a new number, they still kept banning the account. Unbelievably dumb service, that's what you can expect from whatsapp company. I understand that being a free service means you can't expect much support. But the company in question should not state there is support for free users when there's none, that's a plain lie. Lying companies should be held accountable for their practices.

Update: I ended up finding a customer support email - android ""at"" support ""dot"" whatsapp ""dot"" com - and sent an email explaining the problem, apparently they have another one for iphone users as well. Whatsapp replied two days after and they removed the ban and I was able to register the number and start to use the app normally again. I change the rating to 3 starts because they should make the customer support email easily available, but instead I had to search it for hours.",Banned when I changed mobile phone,3,CH
2023-02-05,Lidia Andersen,"Since the program became part of Facebook, it has been losing quality.
I used the program on my phone and computer. Last month, I discovered synchronization errors - that not all the chats that I had on the phone are displayed on the computer. I wrote ticket to support. I began to receive inappropriate and inadequate answers. There were about 8 letters by email and about 4 by the support option in the phone, I attached screenshots.
Each time they advise something completely inappropriate, as if they didn’t read the messages at all, they ask you to describe the problem (again and again !!!) and repeat the same thing again, tell some program functions, like an encyclopedia. Then, they just closed the chat without any reason and without solving the ticket.  It was the worst communication with support in my life, I would say - no communication. Most likely, a robot writes there and you will never get a normal answer, they don’t give a damn about your problems. Their software deteriorates, constant failures, but no one is in a hurry to fix and help. 
So, I think WhatsApp is becoming dead, you need to change the messenger.",Really terrible customer service,1,RU
2022-07-05,Fred,"The app was functioning very well till about Feb of 2022.  I noticed that my group calls lately don't work at all.  Also, the app doesn't update automatically on Android.",Used to be a good app...,2,US
2020-12-31,AdamSan8,"I like this App, I like the ease of communication.",I like this App,4,US
2019-09-16,Charlie Schneider,Sure makes my life easier.,Sure makes my life easier.,5,GB
2019-05-07,al,Theu blocked me i dont know why!!and they dont answer me...,Theu blocked me i dont know why!!and…,1,IT
2020-05-05,Musa Fuyana,It is great but when i went to settings it couldn't let go back to whatsapp home screen i even tried to clear the app's user data fix pls,It is great but when i went to settings…,3,ZA
2023-07-16,Ashfaq Ahmad,The company has developed a good software but there are some weaknesses that can be fixed to make it even better.,Whatsapp today is the only medium through which you can talk and see your loved ones anywhere in the world.,4,PK
2022-11-29,Matthias Claes,"Worst customer service I have ever experienced.

I literally only got the same pre-made response to an issue with logging into a WhatsApp account. Trying to troubleshoot became impossible due to having to wait hours between attempts and when I asked to talked to a human, it's been radio silence.

We cannot log into WhatsApp for my girlfriend and it's the only way of communicating with her parents abroad without costing a lot of money.

This is shameful for such a big company.",Worst customer service imaginable,1,BE
2021-08-15,Piya Thissa,Whats app is one my everyday use app...new update is exellent ! This is the best app,Best communication app😎,5,LK
2019-05-26,George Butler,better apps for calling and massaging. I'm looking for better one for sharing buck files,better apps for calling and massaging,3,US
2023-03-23,maria zakkar,"WhatsApp is one of my all time favorite messenger application. I even using on my laptop using WhatsApp Web feature and it works completely well. And I mostly like about it is its calling features, and video calling as well.",WhatsApp is lifeline to see family,5,DK
2023-01-19,Bill Levinson,"Most worthless app I have ever seen. It asks you to scan a bar code on a phone, which assumes everybody has a phone of this capability which I do not. If you are trying to set up some kind of discussion, a lot of your stakeholders will not be able to use this. I had to tell a friend who is trying to set up a discussion group with this that the app is worthless and unusable. If you try to get help, it tells you to use your phone settings (HOW????) to do so, although I managed to send a message via their web site.",Most worthless app I have ever seen,1,US
2021-01-07,Irene Zendie,It would be cool to record a voice note to status instead of just writing.,voice note on status…,3,
2021-09-04,Blue Dot,Almost every feature is good but group member limit of 250 is pathetic and annoying.,Almost every feature is good but group…,3,PK
2019-07-20,Mark Blaxland,"I've used WhatsApp for years and marveled how easy it was to exchange data. I recently, a few days ago received a video from a friend. I watched the video for a few days. Then I received an option to join a new album feature proporting to be sent from the friend that sent the video. Being late at night I didn't contact him, thinking it was a bit strange receiving this and it was legit. So I okd it. Since then can't play the video. It's important for the music I play to be able to veiw this video. But since this service I can't veiw it. I don't want this service. Its been forced on me with no choice. Whatsgoingon WhatsApp. I'm fuming. I'd like to know why I have to have it when I don't want it and then why delete my video. When I entrust my data to you I expect to be able to access it. Please reply sensibly without silly 😋 faces because I'm feeling very raw at the moment. Hope you have better customer services than 3 mobile mark blaxland.",I've used WhatsApp for years whatsupp now,2,GB
2024-04-05,Consumer,"I had to delete the App and reload to save memory on my phone. Which I’ve done before, then logged back in. This time I can’t get back in. Customer support via email is terrible as I just get automated messages with which I get nowhere and there is no proper way to get real support when a problem does arise. I really liked using WhatsApp, but now I can’t even get into it!!","No technical support, terrible support via email. In fact no support anywhere!!",1,GB
2019-01-12,Inoussa Nsangou,WatsApp is awesome but I want to be able to connect more than 3 people in one WatsApp call. It only allows three participants. We want to be able to make a group call of at least 5 people in one call. Please let's know if this is possible.,WatsApp is awesome but I want to be…,4,CA
2024-05-08,customer,"With the new WhatsApp Business update, the archive button, which appears when you drag it down, is gone.

I don't have access to my archived messages.

In the configuration part, you can even find the option to archive all messages, not retrieve them.",Archived button is gone!,2,GB
2024-03-24,Jerry Jocoy,"Well they're letting the little monkey Nigerians use WhatsApp now so they're always acting like some supermodel messaging you and trying to hack your internet steal money from you, and I just wish they would kick those little useless dirty monkeys off of here! Or at least when you report them they would cancel that account out of the little dirty Nigerian monkeys.",Beware of Nigerian monkeys,1,US
2022-12-26,Harkeerat Singh,"I’m trying to transfer my WhatsApp chats from iPhone to android and WhatsApp don’t provide any tools to help with this, even the third party softwares cost alot of money. Why should the customers have to put up with this? It’s like they are making it hard on purpose",Company doesn’t care about customers,1,GB
2020-07-14,Dan Gruziwsko,"they pay to tele companies that people can use it for free even with expire mobile data, this is not following simple rules of internet be neutral, i hope that at least in EU it's will be soon not allowed...",they pay to tele companies that people…,1,US
2019-11-21,Rogelio Hernsndez,Iv met a lot of people  here not one...not one..was the person in their pics.it seems every scammer in the wotld lives here.everyone asks for money.usally going to nigeria or somewhere in africa.,Iv met a lot of people  here not…,1,US
2023-09-28,Paul Andersen,i had my account hacked and WhatsApp don't want to help me sort it out,i had my account hacked,1,GB
2018-11-22,Curtis Eden,Whats App is not a secured social app. So many information getting leaked easily by whats app. It says encrypted but actually losing our private information. I hope they increase the security level.,Whats App is not a secured social app,2,US
2023-07-13,Fok Yuu Brave,"Horrible Windows App, since switch to the Windows App Store. Regularly crashes, apparently due to a memory leak or death loop. Videos often send as gif, without sound, without and prior notification of this. 

Also their ""Support"" is non existent - and I have tried to contact them on at least 4 occasions. Every time they did absolutely nothing to solve the issue at hand. They put up a facade of a person and wasted my time by replying like a literal bot (which it very likely is - at least invest in some chat gpt bot, Jesus). And any information I included in my message was completely ignored.",Horrible Windows App,1,DE
2018-11-21,Tony Williams,There really is nothing that makes WhatsApp stand out from other communication platforms like Messenger. The app uses alot of data and isnt that light on the phone.,Nothing new...,3,US
2020-03-12,Sunil Bhowmik,Thanks so much for your help and support.very good and awsome it.I always use and support it.,Thanks so much for your help and…your help,5,IN
2023-09-21,Khushbakht Tahir,best app and easy to use,best app and easy to use,4,PK
2022-10-14,Ronna,There is nothing but scam artists on this web site beware and do not trust,There is nothing but scam artists on…,1,US
2017-08-31,Nicholas,"i love it, the transition from phone to pc is exceptional and it affords me the chance to focus on one device without getting distracted much",i love it,5,NG
2020-06-19,Rutva Jani,Please add the function of asking the permission for adding anyone on voice/video call. This creates inconvenience due to addition of any unexpected person accidentally. Please see to it.,Please add the function of asking the…,3,IN
2021-01-13,Rebecca Holien,Horrible site.... and have been a victum of scam profiles. Men contact you with fake photos and then ask for money or gift cards. I have even had a man try and blackmail me. DO NOT BE A VICTUM!!!!! DO NOT USE THIS SITE EVER TO MEET MEN... ESPECIALLY IF YOU ARE LOOKING FOR A RELATIONSHIP!!!!!! RATE IT AN ABSOLUTE SCAM APP!!!!!,Horrible site...,1,US
2022-02-13,Doug Minde,Lots of negative reviews on here. Well I was thinking of getting it but it doesn't look particularly secure to me. Just a bit more social media stuff that nobody really needs? But I'll give it two stars as I haven't actually used it.,Mmmm..,2,GB
2023-09-29,Francesco,"4 months now im having an issue with duplicate images, did everything that whatsapp suggested but nothing fixed it!
all the setting are disabled as they asked but nothing changed 200 and more pictures getting downloaded on other phones is not happening.
4 months no one is looking to why this is happening, they are asking for a screen recording, provided multiple screenshot and logs as they requested but still nothing.",issue with duplicate images,1,CH
2020-04-23,Abhinav Pandey,"Used to be a great service but not anymore.

A non existent customer support and slow speed when it supposed to fast. It takes so much mobile data when sending texts only that I suspect it is stealing data.

Would not recommend.",Used to be a great service but not…,2,IN
2023-07-05,David,I have used Whatsapp for many years with no issues until recently. I have an android phone which always used to backup WA to GoogleDrive. However GoogleDrive now gives an error message of 'access blocked authorisation error. This app does not comply with Google's secure browser policy'. I have no idea what it means or why it has happened but I sent it to WA technical and they were hopeless,hopeless technical assistance,1,GB
2024-03-12,michael lashun,"the download speed on whats app is disappointing, often leading to frustrating interruptions mid-download.",the download speed on whats app is…,2,US
2020-03-12,Tony Stark,Excellent messaging app.... Being used so widely all over the world..... Must use and download,Excellent messaging app...,5,IN
2022-06-13,Sara J,"Why has whatapps app changed so that customers with older phones are unable to use it?  In a time when we should all be playing out part in reducing our waste and with the cost of basic living  rising so  dramatically. 
My elderly father has a iphone thats been givem to him, which he cannot use to contact his family on through WhatsApp now!  Also what reasoning is there for  WhatsApp to decided to isolate their customers  many who are vulnerable and cannot afford a new phone to use this service. Can someone explain to me why this has been done this?",Why has whatapps app changed so that…,1,GB
2021-08-29,Cattus,"I use this to do calls, but in the call i get disconnected. When i use Whatsapp on computer, when i click ""Call"" it says ""Microphone not found"".",Don't works,2,IT
2019-03-10,festus junias,whatsapp is one of the best apps mankind could have ever got. the fact that you can communicate worldwide is simply enough.,whatsapp is one of the best apps…,5,
2023-08-11,Ajaz Ahmad Tantray,This is a amazing app I like this,This is a amazing app I like this,5,IN
2024-05-03,Haz C,"I have attempted to no avail to change my language option in the WhatsApp app from English (US) to English (UK). I am native English in the UK and speak UK English, not US English. WhatsApp are unlawfully discriminating against the English. ",WhatsApp's Unlawful Race Discrimination,1,GB
2020-05-18,Ana Oror,Love the security encryption,Love the security encryption,5,GB
2023-10-20,Michael In Paris,"I connected to WhatsApp Web on my PC. Right after I linked it with my smartphone, it briefly displayed a list of all my conversations, and a few seconds later only those that were not archived, the archived ones being accessible by a button which appeared too. But in the non-archived ones a conversation with a group I had just joined was missing, although it had been initially displayed in the list of all conversations. So in WhatsApp Web, it is inaccessible, while it is in WhatsApp Desktop.
All my reports to their ""support"" (including a video shot of the process) were replied to by irrelevant messages.",WhatsApp Web doesn't display all conversations,1,FR
2021-02-25,Jesse Greif,"A great platform to connect with people that has been turned to a funnel for sending sensitive data to Facebook. An absolute travesty, the new T&Cs.

I for one have since migrated to Signal and Telegram.",TERRIBLE TERMS & CONDITIONS,1,US
2020-04-28,Nate M.,WhatsApp is great. The absolute most effective messenger,WhatsApp is great,5,US
